idx,se_name,se_text
512,Drug interaction,"Drug interaction. Also known as: Drug interaction, Drug interaction NOS, Interaction"
513,Panic attack,"Panic attack. Also known as: Panic attack, Panic attacks, Panic Disorder"
514,Haemorrhage intracranial,"Haemorrhage intracranial. Also known as: Bleeding intracranial, Haemorrhage intracranial, Hemorrhage intracranial"
515,Pulmonary hypertension,"Pulmonary hypertension. Also known as: Hypertension pulmonary, Pulmonary hypertension, Pulmonary hypertension aggravated"
516,Peripheral ischaemia,"Peripheral ischaemia. Also known as: Ischaemia peripheral, Ischaemic feet, Ischaemic foot"
517,Dyspepsia,"Dyspepsia. Also known as: Acid dyspepsia, Acid indigestion, Difficult digestion"
518,Pericarditis,"Pericarditis. Also known as: Acute idiopathic pericarditis, Acute pericarditis, Acute pericarditis in diseases classified elsewhere"
519,Acidosis,"Acidosis. Also known as: Acidosis, Acidosis NOS, Acidemia"
520,Dermatitis bullous,"Dermatitis bullous. Also known as: Bulla auricular, Bulla dorsum manus, Bullous dermatitis"
521,Systemic lupus erythematosus,"Systemic lupus erythematosus. Also known as: Disseminated lupus erythematosus, LE reaction systemic, LE syndrome"
522,Rash,"Rash. Also known as: Dry rash face, Dry rash neck, Eruption"
523,Furuncle,"Furuncle. Also known as: Boil, Boil in external ear, Boil in nose"
524,Erythema,"Erythema. Also known as: Erythema, Erythema auricular, Erythema circumocular-blepharal"
525,Hepatocellular injury,"Hepatocellular injury. Also known as: Disease hepatocellular, Hepatic intracellular deposit of bilirubin, Hepatic intracellular pigmentation"
526,Periorbital oedema,"Periorbital oedema. Also known as: Edema periorbital, Oedema periorbital, Periorbital oedema"
527,Diabetes mellitus,"Diabetes mellitus. Also known as: Diabetes, Diabetes mellitus, Diabetes mellitus aggravated"
528,Neoplasm malignant,"Neoplasm malignant. Also known as: Cancer, Cancer (NOS), Carcinoma"
529,Uterine haemorrhage,"Uterine haemorrhage. Also known as: Atonic hemorrhage, Endometrial bleeding, Haematometra"
530,Transaminases increased,"Transaminases increased. Also known as: Serum transaminase increased, Transaminase NOS increased, Transaminase value increased"
531,Arthritis,"Arthritis. Also known as: Arthritis, Arthritis aggravated, Arthritis NOS"
532,Dysphoria,Dysphoria. Also known as: Dysphoria
533,Injury,"Injury. Also known as: Accidental injury, Adult maltreatment syndrome, Certain early complications of trauma"
534,Tardive dyskinesia,"Tardive dyskinesia. Also known as: Dyskinesia tardive, Lip smacking, Tardive dyskinesia"
535,Cheilitis,"Cheilitis. Also known as: Cheilitis, Desquamative cheilitis, Rash lips"
536,Dermatitis atopic,"Dermatitis atopic. Also known as: Atopic dermatitis, Atopic dermatitis and related conditions, Atopic eczema"
537,Feeling jittery,"Feeling jittery. Also known as: Feeling jittery, Jitteriness"
538,Tubulointerstitial nephritis,"Tubulointerstitial nephritis. Also known as: Acute interstitial nephritis, Chronic interstitial nephritis, Interstitial nephritis acute"
539,Osteomalacia,"Osteomalacia. Also known as: Adult rickets, Osteomalacia, Osteomalacia, unspecified"
540,Lymphoedema,"Lymphoedema. Also known as: Lymphedema, Lymphoedema, Lymphoedema NOS"
541,Hypoaesthesia,"Hypoaesthesia. Also known as: Body numbness, Hypalgesia, Hypesthesia"
542,Cardiomegaly,"Cardiomegaly. Also known as: Cardiac dilatation, Cardiomegaly, Cardiomegaly (excl hypertensive)"
543,Intracranial pressure increased,"Intracranial pressure increased. Also known as: Hypertension intracranial, Increased intracranial pressure, Intracranial hypertension"
544,Intestinal perforation,"Intestinal perforation. Also known as: Bowel perforation, Intestinal perforation, Intestinal perforation NOS"
545,Hyporeflexia,"Hyporeflexia. Also known as: Achilles tendon reflex decreased, Diminished reflexes, Hyporeflexia"
546,Hypomania,"Hypomania. Also known as: Hypomania, Hypomanic psychosis"
547,Fluid overload,Fluid overload
548,Pain,"Pain. Also known as: Ache, Ache NOS, Burn lesion pain transient aggravation of"
549,Serum sickness,"Serum sickness. Also known as: Anaphylactic shock due to serum, not elsewhere classified, Other serum reaction, not elsewhere classified, Serum reaction"
550,Fungal skin infection,"Fungal skin infection. Also known as: Dermatitis fungal, Dermatitis fungal NOS, Dermatitis fungoid"
551,Colitis ischaemic,"Colitis ischaemic. Also known as: Acute ischemic colitis, Colitis ischaemic, Colitis ischemic"
552,Induration,Induration. Also known as: Induration
553,Choreoathetosis,"Choreoathetosis. Also known as: Choreoathetoid movements, Choreoathetosis, Hemichoreoathetosis"
554,Blood creatinine increased,"Blood creatinine increased. Also known as: Blood creatinine increased, Creatinine blood increased, Creatinine high"
555,Conjunctival haemorrhage,"Conjunctival haemorrhage. Also known as: Conjunctiva hemorrhage, Conjunctival bleeding, Conjunctival ecchymosis"
556,Mouth ulceration,"Mouth ulceration. Also known as: Buccal mucosa ulceration, Buccal ulceration, Mouth ulcer"
557,Viral diarrhoea,"Viral diarrhoea. Also known as: Viral diarrhoea, Viral diarrhea"
558,Cardiomyopathy,"Cardiomyopathy. Also known as: Cardiomyopathy, Cardiomyopathy in other diseases classified elsewhere, Cardiomyopathy NOS"
559,Varicose vein,"Varicose vein. Also known as: Antepartum varicose veins of legs, Postpartum varicose veins of legs, Varices of other sites"
560,Thrombocytopenic purpura,"Thrombocytopenic purpura. Also known as: Purpura thrombocytopenic, Secondary thrombocytopenic purpura, Thrombocytopaenic purpura"
561,Sinus bradycardia,"Sinus bradycardia. Also known as: Bradycardia sinus, Sinus bradycardia"
562,Scleritis,"Scleritis. Also known as: Anterior scleritis, Brawny scleritis, Other scleritis"
563,Endophthalmitis,"Endophthalmitis. Also known as: Acute endophthalmitis, Chronic endophthalmitis, Endophthalmitis"
564,Pneumothorax,"Pneumothorax. Also known as: Collapse of lung, Pneumothorax, Pneumothorax (excl traumatic)"
565,Myositis,"Myositis. Also known as: Interstitial myositis, Muscle inflammation, Myalgia and myositis, unspecified"
566,Infusion site pain,"Infusion site pain. Also known as: Burning infusion site, Infusion site pain, Infusion site tenderness"
567,Pseudomembranous colitis,"Pseudomembranous colitis. Also known as: Colitis pseudomembranous, Enteritis pseudomembranous, Enterocolitis pseudomembranous"
568,Nail disorder,"Nail disorder. Also known as: Disease of nail, unspecified, Diseases of nail, Disorder nail"
569,Drug intolerance,"Drug intolerance. Also known as: Drug intolerance NOS, Drug intolerance"
570,Leukocytoclastic vasculitis,Leukocytoclastic vasculitis
571,Alcohol intolerance,"Alcohol intolerance. Also known as: Alcohol intolerance, Alcohol tolerance lowered, Disulfiram like reaction"
572,Hypoproteinaemia,"Hypoproteinaemia. Also known as: Hypoproteinaemia, Hypoproteinemia, Hypoproteinemias"
573,Urine analysis abnormal,"Urine analysis abnormal. Also known as: Urinalysis abnormal NOS, Urinary test abnormal, Urine abnormal"
574,Hangover,"Hangover. Also known as: Hangover, Hangover (excl alcohol), Hangover effect"
575,Hepatic encephalopathy,"Hepatic encephalopathy. Also known as: Encephalopathy hepatic, Hepatic encephalopathy, Minimal hepatic encephalopathy"
576,Muscle contractions involuntary,"Muscle contractions involuntary. Also known as: Contraction skeletal muscle, Fasciculation, Fasciculation skeletal muscle"
577,Parkinsonism,"Parkinsonism. Also known as: Drug-induced parkinsonism, Parkinson's syndrome, Parkinsonism"
578,Dysphonia,"Dysphonia. Also known as: Distorted voice, Disturbance in loudness, Dysphonia"
579,Tenderness,"Tenderness. Also known as: Tenderness, Tenderness (NOS), Tenderness NOS"
580,Anger,"Anger. Also known as: Anger, Driven mad, Irascibility"
581,Alveolitis allergic,Alveolitis allergic
582,Anorgasmia,"Anorgasmia. Also known as: Anorgasmia, Inability to orgasm"
583,Irritable bowel syndrome,"Irritable bowel syndrome. Also known as: Bowel disorder psychogenic, Colitis mucous, Colon spastic"
584,Tumour lysis syndrome,"Tumour lysis syndrome. Also known as: Tumor lysis syndrome, Tumour lysis syndrome, Laboratory tumour lysis syndrome"
585,Abdominal pain,"Abdominal pain. Also known as: Abd. pain, Abdo pain, Abdominal colic"
586,Pancreatitis acute,"Pancreatitis acute. Also known as: Acute pancreatitis, Pancreatitis acute, Pancreatitis acute on chronic"
587,Aggression,"Aggression. Also known as: Aggression, Aggression aggravated, Aggressive behaviour"
588,Sensory disturbance,"Sensory disturbance. Also known as: Abnormal physical sensation, Abnormal sensation of limbs, Sensory aberrations"
589,Cerebrovascular disorder,"Cerebrovascular disorder. Also known as: Acute, but ill-defined, cerebrovascular disease, Cerebral vascular disturbance, Cerebral vascular disturbance (NOS)"
590,Ascites,"Ascites. Also known as: Ascites, Ascites chylous, Chylous ascites"
591,Brain oedema,"Brain oedema. Also known as: Brain edema, Cerebral edema, Cerebral oedema"
592,Micturition disorder,"Micturition disorder. Also known as: Micturition disorder, Other specified abnormality of urination, Urination abnormal NOS"
593,Ear disorder,"Ear disorder. Also known as: Degenerative and vascular disorders of ear, Disorder ear, Ear disorder"
594,Chromaturia,"Chromaturia. Also known as: Chromaturia, Discoloration urine, Red urine"
595,Completed suicide,"Completed suicide. Also known as: Accomplished suicide, Completed suicide, Suicide"
596,Hyperkeratosis,"Hyperkeratosis. Also known as: Acquired keratoderma, Callosities, Callosity"
597,Dementia,"Dementia. Also known as: Amentia, Brain failure, chronic, Brain syndrome chronic"
598,Acute respiratory distress syndrome,"Acute respiratory distress syndrome. Also known as: A.R.D.S., Acute respiratory distress syndrome, Adult RDS"
599,Extravasation,"Extravasation. Also known as: Extravasation, Extravasation NOS"
600,Folliculitis,"Folliculitis. Also known as: Folliculitis, Pustular folliculitis, Scalp folliculitis"
601,Photopsia,"Photopsia. Also known as: Flash vision, Flashing lights, Flashing vision"
602,Oculogyric crisis,"Oculogyric crisis. Also known as: Crisis oculogyric, Dyskinesia oculomotor, Ocular lateral crisis"
603,VIIth nerve paralysis,VIIth nerve paralysis
604,Depressed mood,"Depressed mood. Also known as: Chronic depressive mood, Dejection emotional, Depressed mood"
605,Joint stiffness,"Joint stiffness. Also known as: Ankle stiffness, Early morning joint stiffness, Jaw joint rigid state of"
606,Nephrotic syndrome,"Nephrotic syndrome. Also known as: Nephrosis, Nephrosis osmotic, Nephrotic syndrome"
607,Abnormal behaviour,"Abnormal behaviour. Also known as: Abnormal behaviour NOS, Behavior abnormal, Behaviour abnormal"
608,Ischaemia,"Ischaemia. Also known as: Ischaemia NOS, Ischemia, Ischaemia"
609,Dysarthria,"Dysarthria. Also known as: Dysarthria, Inarticulateness, Slurred speech"
610,Abdominal discomfort,"Abdominal discomfort. Also known as: Abdo. discomfort, Abdomen burning sensation of, Abdominal discomfort"
611,Decreased appetite,"Decreased appetite. Also known as: Anorexia, Anorexic, Appetite absent"
612,Regurgitation,"Regurgitation. Also known as: Regurgitation of food, Regurgitation, Regurgitation of medication"
613,Sputum increased,"Sputum increased. Also known as: Sputum excretion increased, Sputum increased"
614,Hepatomegaly,"Hepatomegaly. Also known as: Hepatomegaly, Liver enlargement, Enlarged Liver"
615,Lung infiltration,"Lung infiltration. Also known as: Lung infiltration, Lung infiltration NOS, Pulmonary infiltration"
616,Dizziness postural,"Dizziness postural. Also known as: Dizziness on standing up, Dizziness postural, Dizziness upon standing"
617,Prostatic disorder,"Prostatic disorder. Also known as: Other disorders of prostate, Other specified disorders of prostate, Prostatic disorder"
618,Nodule,"Nodule. Also known as: Nodule on finger, Nodule on extremity, Nodule"
619,Pneumonia aspiration,"Pneumonia aspiration. Also known as: Aspiration pneumonia, Inhalation pneumonia, Inhalational pneumonia"
620,Pleurisy,"Pleurisy. Also known as: Diaphragmatic pleurisy, Pleurisy, Pleurisy (excl TB)"
621,Supraventricular extrasystoles,"Supraventricular extrasystoles. Also known as: Extrasystoles atrial, Extrasystoles nodal, Extrasystoles supraventricular"
622,Subdural haematoma,"Subdural haematoma. Also known as: Chronic subdural haemotoma, Chronic subdural hemotoma, Hematoma subdural"
623,Cardiac murmur,"Cardiac murmur. Also known as: Cardiac murmur, Cardiac murmur NOS, Diastolic murmur"
624,Abdominal pain upper,"Abdominal pain upper. Also known as: Abdominal pain peptic ulcer type, Abdominal pain upper, Ache stomach"
625,Paresis,"Paresis. Also known as: Paresis, Paresis in arms, Spastic paresis"
626,Skin hypertrophy,"Skin hypertrophy. Also known as: Dorsi manus hypertrophy, Finger joint skin hypertrophy, Hypertrophy of skin"
627,Hyperprolactinaemia,"Hyperprolactinaemia. Also known as: Hyperprolactinaemia, Hyperprolactinaemia aggravated, Hyperprolactinemia"
628,Salivary gland enlargement,"Salivary gland enlargement. Also known as: Enlargement salivary gland, Hypertrophy of salivary gland, Salivary gland enlargement"
629,Thrombotic thrombocytopenic purpura,"Thrombotic thrombocytopenic purpura. Also known as: Purpura thrombopaenic thrombotic, Purpura thrombopenic thrombotic, Thrombocytopenic purpura, thrombotic"
630,Pulmonary fibrosis,"Pulmonary fibrosis. Also known as: Fibrosis lung, Fibrosis pulmonary, Lung fibrosis"
631,Prurigo,Prurigo. Also known as: Prurigo
632,Asthma,"Asthma. Also known as: Allergic asthma, Asthma, Asthma aggravated"
633,Respiratory arrest,"Respiratory arrest. Also known as: Arrest pulmonary, Arrest respiratory, Breathing arrested"
634,Atrioventricular block first degree,"Atrioventricular block first degree. Also known as: 1st degree heart block, Atrioventricular block first degree, Atrioventricular conduction time prolonged"
635,Injection site extravasation,"Injection site extravasation. Also known as: Infiltration intravenous injection, Injection site extravasation, Injection site infiltration"
636,Restless legs syndrome,"Restless legs syndrome. Also known as: Legs restless, Restless leg syndrome, Restless legs"
637,Retinal haemorrhage,"Retinal haemorrhage. Also known as: Bleeding intraretinal, Blot haemorrhages, Blot hemorrhages"
638,Rash generalised,Rash generalised
639,Laboratory test abnormal,"Laboratory test abnormal. Also known as: Chemistry abnormal, Lab test abnormal, Lab test abnormality"
640,Musculoskeletal stiffness,"Musculoskeletal stiffness. Also known as: Early morning stiffness, Fingers stiffness, Limbs stiffness"
641,Blood phosphorus decreased,"Blood phosphorus decreased. Also known as: Blood phosphate decreased, Phosphate decreased, Phosphate low"
642,Menstruation irregular,"Menstruation irregular. Also known as: Irregular menstrual cycle, Irregular menstruation, Irregular periods"
643,Blood triglycerides increased,"Blood triglycerides increased. Also known as: Blood triglycerides increased, Plasma triglycerides increased, Raised TG"
644,Electrocardiogram QT prolonged,"Electrocardiogram QT prolonged. Also known as: Electrocardiogram QT corrected interval prolonged, Electrocardiogram QT prolonged, Long QT"
645,Conjunctival hyperaemia,"Conjunctival hyperaemia. Also known as: Bulbar conjunctiva hyperemia, Congestion conjunctival, Conjunctival congestion"
646,Withdrawal syndrome,"Withdrawal syndrome. Also known as: Syndrome withdrawal, Withdrawal reaction, Withdrawal syndrome"
647,Leukocytoclastic vasculitis,Leukocytoclastic vasculitis
648,Urinary hesitation,"Urinary hesitation. Also known as: Hesitancy, Hesitancy urination, Hesitancy/poor urinary stream"
649,Torticollis,"Torticollis. Also known as: Spasmodic torticollis, Torticollis, Torticollis (excl congenital, psychogenic and traumatic)"
650,Trismus,"Trismus. Also known as: Jaw cramp, Jaw movements disturbance, Jaw spasm"
651,Injection site discolouration,"Injection site discolouration. Also known as: Injection site colouration, Injection site hyperpigmentation, Injection site hypopigmentation"
652,Leukoderma,Leukoderma. Also known as: Leukoderma
653,Nephritis,"Nephritis. Also known as: Acute nephritis, Nephritis, Nephritis acute"
654,Local swelling,Local swelling
655,Miosis,"Miosis. Also known as: Constricted pupils, Miosis, Miosis (persistent), not due to miotics"
656,Methaemoglobinaemia,"Methaemoglobinaemia. Also known as: Acquired methaemoglobinaemia, Methaemoglobinaemia, Methaemoglobinaemia NOS"
657,Meningitis aseptic,"Meningitis aseptic. Also known as: Aseptic meningitis, Meningitis aseptic, Nonpyogenic meningitis"
658,Scab,"Scab. Also known as: Crust, Scab, Scabbing"
659,Diarrhoea haemorrhagic,"Diarrhoea haemorrhagic. Also known as: Bloody diarrhea, Diarrhea bloody, Diarrhoea bloody"
660,Hypoalbuminaemia,"Hypoalbuminaemia. Also known as: Hypoalbuminaemia, Hypoalbuminemia"
661,Electroencephalogram abnormal,"Electroencephalogram abnormal. Also known as: Abnormal EEG, Abnormal electroencephalogram, Alpha or Beta wave disappeared"
662,Hearing impaired,Hearing impaired
663,Iron deficiency anaemia,"Iron deficiency anaemia. Also known as: Anaemia iron deficiency, Anemia iron deficiency, Iron def anaemia"
664,Dyskinesia,"Dyskinesia. Also known as: Abnormal involuntary movements, Acute dyskinesia, Body movements involuntary"
665,Rash macular,"Rash macular. Also known as: Blotchy, Blotchy rash, Diffuse macular rash"
666,Nasal dryness,"Nasal dryness. Also known as: Dry nose, Nasal dryness, Nose dry feeling of"
667,White blood cell count decreased,"White blood cell count decreased. Also known as: Decreased white cell count, WBC dec, White blood cell count decreased"
668,Bradykinesia,"Bradykinesia. Also known as: Bradykinesia, Slow movement, Hypokinesia"
669,Pleuritic pain,"Pleuritic pain. Also known as: Pain pleural, Pleural pain, Pleuritic pain"
670,Abdominal pain upper,"Abdominal pain upper. Also known as: Abdominal pain peptic ulcer type, Abdominal pain upper, Ache stomach"
671,Sneezing,"Sneezing. Also known as: Paroxysmal sneeze, Sneezing, Sneezing excessive"
672,Polydipsia,"Polydipsia. Also known as: Excessive drinking, Polydipsia, Polydipsia (nocturnal)"
673,Abdominal discomfort,"Abdominal discomfort. Also known as: Abdo. discomfort, Abdomen burning sensation of, Abdominal discomfort"
674,Blood glucose increased,"Blood glucose increased. Also known as: Blood glucose increased, Blood sugar increased, Fasting blood glucose level raised"
675,Intraocular pressure increased,"Intraocular pressure increased. Also known as: Increased intraocular pressure, Intraocular pressure high, Intraocular pressure increased"
676,Speech disorder,"Speech disorder. Also known as: Abnormal words or word usage NOS, Babbling, Defect speech (NOS)"
677,Lacrimal disorder,"Lacrimal disorder. Also known as: Dacryops, Dislocation of lacrimal gland, Lacrimal disorder NOS"
678,Ileus paralytic,"Ileus paralytic. Also known as: Adynamic ileus, Chronic duodenal ileus, Ileus paralytic"
679,Hypertensive crisis,"Hypertensive crisis. Also known as: Crisis hypertensive, Hypertensive crisis"
680,Gravitational oedema,"Gravitational oedema. Also known as: Dependent oedema, Edema dependent, Gravitational edema"
681,Optic neuritis,"Optic neuritis. Also known as: Bilateral optic neuritis, Neuritis bulbar, Neuritis optic"
682,Pulmonary haemorrhage,"Pulmonary haemorrhage. Also known as: Hemorrhage lung, Hemorrhage pulmonary, Lung hemorrhage"
683,Pyuria,"Pyuria. Also known as: Pyuria, Urine containing pus, Urine purulent"
684,Oedema peripheral,"Oedema peripheral. Also known as: Ankle edema, Ankle oedema, Edema arms"
685,Lacrimal disorder,"Lacrimal disorder. Also known as: Dacryops, Dislocation of lacrimal gland, Lacrimal disorder NOS"
686,Hernia,"Hernia. Also known as: Hernia, Hernia NOS, Hernia of other specified sites"
687,Endophthalmitis,"Endophthalmitis. Also known as: Acute endophthalmitis, Chronic endophthalmitis, Endophthalmitis"
688,Amylase increased,"Amylase increased. Also known as: Amylase high, Amylase increased, Amylase serum increased"
689,Hypoxia,"Hypoxia. Also known as: Alveolar aeration decreased, Hypoxaemia, Hypoxemia"
690,Oesophageal ulcer,"Oesophageal ulcer. Also known as: Esophageal ulcer, Esophagus ulceration, Oesophageal ulcer"
691,Nephrolithiasis,"Nephrolithiasis. Also known as: Calculus kidney, Calculus of kidney, Calculus of kidney and ureter"
692,Eye discharge,"Eye discharge. Also known as: Burning discharge eyes, Discharge eye, Eye discharge"
693,Peripheral sensory neuropathy,"Peripheral sensory neuropathy. Also known as: Neuritis sensory, Peripheral sensory neuropathy, Sensory peripheral neuropathies"
694,Nuchal rigidity,"Nuchal rigidity. Also known as: Neck rigid, Neck rigidity, Rigidity neck"
695,Glossodynia,"Glossodynia. Also known as: Glossodynia, Pain tongue, Sore tongue"
696,Macular oedema,"Macular oedema. Also known as: Macula lutea oedema, Macular oedema, Macula lutea edema"
697,Eye swelling,"Eye swelling. Also known as: Eye swelling, Eyes swollen, Swelling or mass of eye"
698,Toxic epidermal necrolysis,"Toxic epidermal necrolysis. Also known as: Drug eruption Lyell syndrome type, Epidermal necrolysis, Lyell"
699,Punctate keratitis,"Punctate keratitis. Also known as: Keratitis punctate, Keratitis superficial diffuse, Punctate keratitis"
700,Necrosis,"Necrosis. Also known as: Necrosis, Necrosis NOS, Coagulation necrosis"
701,Skin irritation,"Skin irritation. Also known as: Irritation skin, Skin irritation, Excited skin syndrome"
702,Sinus tachycardia,"Sinus tachycardia. Also known as: Sinus tachycardia, Tachycardia sinus, Tachycardia, Sinus"
703,Pneumothorax,"Pneumothorax. Also known as: Collapse of lung, Pneumothorax, Pneumothorax (excl traumatic)"
704,Depressed level of consciousness,"Depressed level of consciousness. Also known as: Arousal difficult, Central nervous system depression NOS, CNS depression"
705,Anxiety,"Anxiety. Also known as: Alarm (not alarm reaction), Angor animi, Anguish"
706,Flank pain,"Flank pain. Also known as: Flank pain, Pain flank, Side stitch"
707,Non-cardiac chest pain,"Non-cardiac chest pain. Also known as: Chest pain (non-cardiac), Non-cardiac chest pain"
708,Embolism,"Embolism. Also known as: Embolism NOS, Embolism - blood clot, Embolism embolus"
709,Renal impairment,"Renal impairment. Also known as: Chronic renal impairment, Disorders resulting from impaired renal function, Dysfunction kidney"
710,Impaired healing,"Impaired healing. Also known as: Delayed healing of wound, Granulation suppressed, Healing abnormal"
711,Proctitis,"Proctitis. Also known as: Acute proctitis, Chronic proctitis, Periproctitis"
712,Ejaculation failure,"Ejaculation failure. Also known as: Ejaculation decreased, Ejaculation failure, Anejaculation"
713,Hyperaemia,"Hyperaemia. Also known as: Hyperaemia, Hyperemia, Hyperemias"
714,Blood potassium decreased,"Blood potassium decreased. Also known as: Blood potassium decreased, K+ decreased, Plasma potassium decreased"
715,Acute generalised exanthematous pustulosis,"Acute generalised exanthematous pustulosis. Also known as: Toxic pustuloderma, Acute generalis. exematous pustul, AGEP"
716,Bacterial infection,"Bacterial infection. Also known as: Anaerobic bacterial infection NOS, Bacterial infection due to other anaerobes, Bacterial infection due to other gram-negative organisms"
717,Bipolar I disorder,"Bipolar I disorder. Also known as: Bipolar affective disorder, depressed, Bipolar affective disorder, depressed, in full remission, Bipolar affective disorder, depressed, in partial or unspecified remission"
718,Lung disorder,"Lung disorder. Also known as: Disorder lung, Disorder pulmonary, Lung disorder"
719,Prothrombin level increased,"Prothrombin level increased. Also known as: Coagulation factor II level increased, Prothrombin activity increased, Prothrombin increased"
720,Hypersomnia,"Hypersomnia. Also known as: Hypersomnia, Hypersomnia related to another mental condition, Other hypersomnia"
721,Cachexia,"Cachexia. Also known as: Cachexia, Emaciation, Wasting"
722,Status epilepticus,"Status epilepticus. Also known as: Grand mal status, epileptic, Status epilepticus, Status epilepticus grand mal"
723,Musculoskeletal chest pain,"Musculoskeletal chest pain. Also known as: Chest tenderness, Chest tenderness of, Chest wall pain"
724,Retinal disorder,"Retinal disorder. Also known as: Blister on macula of eye, Disorder retinal, Other retinal disorders"
725,Hypernatraemia,"Hypernatraemia. Also known as: Hypernatraemia, Hypernatremia, Salt retention"
726,Conversion disorder,"Conversion disorder. Also known as: Conversion disorder, Conversion hysteria, Conversion neurosis"
727,Intermittent claudication,"Intermittent claudication. Also known as: Claudication, Claudication intermittent, Intermittent claudication"
728,Otitis externa,"Otitis externa. Also known as: Acute infection of pinna, Acute swimmers' ear, Bilateral otitis externa"
729,Diabetic ketoacidosis,"Diabetic ketoacidosis. Also known as: Acidosis diabetic, Diabetes mellitus with ketoacidosis, Diabetes with ketoacidosis"
730,Duodenitis,"Duodenitis. Also known as: Duodenitis, Duodenitis, without mention of hemorrhage, Peptic duodenitis"
731,Skin lesion,"Skin lesion. Also known as: Skin lesion, Skin lesion NOS"
732,Cerebral thrombosis,"Cerebral thrombosis. Also known as: Cerebral thrombosis, Cerebral thrombosis (vessel unspecified), Thrombosis cerebral"
733,Lipase increased,"Lipase increased. Also known as: Lipase increased, Blood lipase increased"
734,Cyst,"Cyst. Also known as: Cyst, Cyst NOS, Oil cyst"
735,Vasospasm,"Vasospasm. Also known as: Angiospasm, Spasm of vein, Vasospasm"
736,Akinesia,Akinesia. Also known as: Akinesia
737,Application site irritation,Application site irritation. Also known as: Application site irritation
738,Faeces discoloured,"Faeces discoloured. Also known as: Black stools, Discoloration fecal, Discoloration stool"
739,Osteoarthritis,"Osteoarthritis. Also known as: Ankle osteoarthritis, Arthrosis, Arthrosis multiple"
740,Somnambulism,"Somnambulism. Also known as: Lunatism, Sleep walking, Somnambulation"
741,Ear infection,"Ear infection. Also known as: Ear infection, Ear infection NOS, Otitis"
742,Xerophthalmia,"Xerophthalmia. Also known as: Xerophthalmia, Xerophthalmias"
743,Orgasm abnormal,"Orgasm abnormal. Also known as: Orgasm abnormal, Delayed orgasm, Painful orgasm"
744,Blood creatine phosphokinase increased,"Blood creatine phosphokinase increased. Also known as: Blood creatine phosphokinase increased, CK increased, CPK increase"
745,Mastitis,"Mastitis. Also known as: Acute mastitis, Breast infection, Breast infection NOS"
746,Drug eruption,"Drug eruption. Also known as: Dermatitis due to drugs and medicaments taken internally, Dermatitis due to drugs and medicines taken internally, Dermatitis medicamentosa"
747,Sleep apnoea syndrome,"Sleep apnoea syndrome. Also known as: Hypersomnia with sleep apnea, Insomnia with sleep apnea, Other and unspecified sleep apnea"
748,Application site erythema,"Application site erythema. Also known as: Application site erythema, Application site redness"
749,Panic reaction,"Panic reaction. Also known as: Alarm, Panic reaction, Reaction panic"
750,Ovarian disorder,"Ovarian disorder. Also known as: Disorder ovarian, Gonadopathy NOS female, Ovarian disorder"
751,Anorectal discomfort,"Anorectal discomfort. Also known as: Anus discomfort, Burning rectal, Discomfort rectal"
752,Affect lability,"Affect lability. Also known as: Emotional instability, Emotional lability, Instability emotional"
753,Skin necrosis,"Skin necrosis. Also known as: Dermatitis necrotising, Dermatitis necrotizing, Necrosis skin"
754,Biliary colic,"Biliary colic. Also known as: Biliary colic, Biliary pain, Biliary spasm"
755,Liver function test abnormal,"Liver function test abnormal. Also known as: Abnormal LFTs, Abnormal liver function tests, Deranged liver function tests"
756,Tendon rupture,"Tendon rupture. Also known as: Achilles tendon rupture, Biceps tendon rupture, Nontraumatic rupture of achilles tendon"
757,Meningitis,"Meningitis. Also known as: Chronic meningitis, Meningitis, Meningitis due to other nonbacterial organisms classified elsewhere"
758,Arteriovenous fistula thrombosis,"Arteriovenous fistula thrombosis. Also known as: Arteriovenous fistula thrombosis, Thrombosis arterio-venous fistula, Thrombosis arteriovenous fistula"
759,Lacrimation increased,"Lacrimation increased. Also known as: Epiphora, Epiphora due to excess lacrimation, Epiphora due to insufficient drainage"
760,Henoch-Schonlein purpura,"Henoch-Schonlein purpura. Also known as: Allergic purpura, Allergic vascular purpura, Anaphylactic vascular purpura"
761,Injection site haemorrhage,"Injection site haemorrhage. Also known as: Ecchymosis injection site, Hemorrhage injection site, Injection site bleeding"
762,Candiduria,Candiduria
763,Chromatopsia,"Chromatopsia. Also known as: Chromatopsia, Vision color tinged"
764,Enteritis,"Enteritis. Also known as: Active ileal inflammation, Enteritis, Ileitis"
765,Homicidal ideation,Homicidal ideation. Also known as: Homicidal ideation
766,Galactorrhoea,"Galactorrhoea. Also known as: Female lactation, Galactorrhea, Galactorrhea associated with childbirth, unspecified as to episode of care"
767,Anorectal disorder,"Anorectal disorder. Also known as: Anal disorder NOS, Ano-rectal disorder NOS, Anorectal disorder"
768,Ejaculation disorder,"Ejaculation disorder. Also known as: Abnormal ejaculation, Ejaculation abnormal, Ejaculation disorder"
769,Drug withdrawal syndrome,"Drug withdrawal syndrome. Also known as: Drug withdrawal syndrome, Opiate withdrawal symptoms, Liepmann's phenomenon"
770,Lower respiratory tract infection,"Lower respiratory tract infection. Also known as: Chest infection, Lower resp tract infec, Lower resp. tract infection"
771,Major depression,"Major depression. Also known as: Depression endogenous, Depression psychotic, Depressive type psychosis"
