drugbank_id	drugbank_name	umls_cui_from_meddra	side_effect_name
DB01624	Zuclopenthixol	C0042075	Urinary tract disorder
DB01624	Zuclopenthixol	C1167965	Urine output increased
DB01624	Zuclopenthixol	C1368065	Vascular purpura
DB01624	Zuclopenthixol	C1861172	Venous thromboembolism
DB01624	Zuclopenthixol	C0085612	Ventricular arrhythmia
DB01624	Zuclopenthixol	C0042510	Ventricular fibrillation
DB01624	Zuclopenthixol	C0042514	Ventricular tachycardia
DB01624	Zuclopenthixol	C0042571	Vertigo
DB01624	Zuclopenthixol	C0344232	Vision blurred
DB01624	Zuclopenthixol	C3665347	Visual impairment
DB01624	Zuclopenthixol	C0042963	Vomiting
DB01624	Zuclopenthixol	C0520589	Vulvovaginal dryness
DB01624	Zuclopenthixol	C0392197	Warmth
DB01624	Zuclopenthixol	C0043096	Weight decreased
DB01624	Zuclopenthixol	C0043094	Weight increased
DB01624	Zuclopenthixol	C0087169	Withdrawal symptom
DB01794	bis(molybdopterin)tungsten cofactor	C0020672	Body temperature decreased
DB01794	bis(molybdopterin)tungsten cofactor	C0151559	CNS depression NOS
DB01794	bis(molybdopterin)tungsten cofactor	C0549249	Depressed level of consciousness
DB01794	bis(molybdopterin)tungsten cofactor	C0016382	Flushing
DB01794	bis(molybdopterin)tungsten cofactor	C0020458	Hyperhidrosis
DB01794	bis(molybdopterin)tungsten cofactor	C0020598	Hypocalcaemia
DB01794	bis(molybdopterin)tungsten cofactor	C0020649	Hypotension
DB01794	bis(molybdopterin)tungsten cofactor	C0413252	Hypothermia
DB01794	bis(molybdopterin)tungsten cofactor	C0728899	Intoxication
DB01794	bis(molybdopterin)tungsten cofactor	C0085620	Paralysis flaccid
DB01794	bis(molybdopterin)tungsten cofactor	C0032343	Poisoning
DB01794	bis(molybdopterin)tungsten cofactor	C0855775	Pulmonary function test decreased
DB01794	bis(molybdopterin)tungsten cofactor	C0235063	Respiratory depression
DB01794	bis(molybdopterin)tungsten cofactor	C0035232	Respiratory paralysis
DB01794	bis(molybdopterin)tungsten cofactor	C0036974	Shock
DB01794	bis(molybdopterin)tungsten cofactor	C0085628	Stupor
DB01794	bis(molybdopterin)tungsten cofactor	C0038990	Sweating
DB05381	histamine dihydrochloride	C0000729	Abdominal cramps
DB05381	histamine dihydrochloride	C0232487	Abdominal discomfort
DB05381	histamine dihydrochloride	C0000731	Abdominal distension
DB05381	histamine dihydrochloride	C0000737	Abdominal pain
DB05381	histamine dihydrochloride	C0232492	Abdominal pain upper
DB05381	histamine dihydrochloride	C0000833	Abscess
DB05381	histamine dihydrochloride	C0002871	Anaemia
DB05381	histamine dihydrochloride	C0002792	Anaphylactic shock
DB05381	histamine dihydrochloride	C0042373	Angiopathy
DB05381	histamine dihydrochloride	C0003123	Anorexia
DB05381	histamine dihydrochloride	C0003467	Anxiety
DB05381	histamine dihydrochloride	C0003862	Arthralgia
DB05381	histamine dihydrochloride	C0004093	Asthenia
DB05381	histamine dihydrochloride	C0004096	Asthma
DB05381	histamine dihydrochloride	C0004604	Back pain
DB05381	histamine dihydrochloride	C0015967	Body temperature increased
DB05381	histamine dihydrochloride	C0079043	Bronchoconstriction
DB05381	histamine dihydrochloride	C0006266	Bronchospasm
DB05381	histamine dihydrochloride	C0018799	Cardiac disorder
DB05381	histamine dihydrochloride	C0008031	Chest pain
DB05381	histamine dihydrochloride	C0085593	Chills
DB05381	histamine dihydrochloride	C0009782	Connective tissue disorder
DB05381	histamine dihydrochloride	C0009806	Constipation
DB05381	histamine dihydrochloride	C0010200	Cough
DB05381	histamine dihydrochloride	C0232462	Decreased appetite
DB05381	histamine dihydrochloride	C0011175	Dehydration
DB05381	histamine dihydrochloride	C0011603	Dermatitis
DB05381	histamine dihydrochloride	C0011991	Diarrhoea
DB05381	histamine dihydrochloride	C0234215	Discomfort
DB05381	histamine dihydrochloride	C0012833	Dizziness
DB05381	histamine dihydrochloride	C0043352	Dry mouth
DB05381	histamine dihydrochloride	C0151908	Dry skin
DB05381	histamine dihydrochloride	C0013378	Dysgeusia
DB05381	histamine dihydrochloride	C0013395	Dyspepsia
DB05381	histamine dihydrochloride	C0013404	Dyspnoea
DB05381	histamine dihydrochloride	C0014130	Endocrine disorder
DB05381	histamine dihydrochloride	C0014457	Eosinophilia
DB05381	histamine dihydrochloride	C0041834	Erythema
DB05381	histamine dihydrochloride	C0015376	Extravasation
DB05381	histamine dihydrochloride	C0015672	Fatigue
DB05381	histamine dihydrochloride	C1443060	Feeling abnormal
DB05381	histamine dihydrochloride	C2939147	Feeling hot
DB05381	histamine dihydrochloride	C0016204	Flatulence
DB05381	histamine dihydrochloride	C0546817	Fluid overload
DB05381	histamine dihydrochloride	C0016382	Flushing
DB05381	histamine dihydrochloride	C0017152	Gastritis
DB05381	histamine dihydrochloride	C0017178	Gastrointestinal disorder
DB05381	histamine dihydrochloride	C0017181	Gastrointestinal haemorrhage
DB05381	histamine dihydrochloride	C1112525	Gastrointestinal ulcer haemorrhage
DB05381	histamine dihydrochloride	C0018681	Headache
DB05381	histamine dihydrochloride	C0600142	Hot flush
DB05381	histamine dihydrochloride	C0020458	Hyperhidrosis
DB05381	histamine dihydrochloride	C0020461	Hyperkalaemia
DB05381	histamine dihydrochloride	C0020517	Hypersensitivity
DB05381	histamine dihydrochloride	C0020538	Hypertension
DB05381	histamine dihydrochloride	C0020625	Hyponatraemia
DB05381	histamine dihydrochloride	C0020649	Hypotension
DB05381	histamine dihydrochloride	C0020676	Hypothyroidism
DB05381	histamine dihydrochloride	C2047937	Ill-defined disorder
DB05381	histamine dihydrochloride	C0009450	Infection
DB05381	histamine dihydrochloride	C1384353	Infestation
DB05381	histamine dihydrochloride	C0851341	Infestation NOS
DB05381	histamine dihydrochloride	C0521839	Influenza like illness
DB05381	histamine dihydrochloride	C0521508	Injection site bruising
DB05381	histamine dihydrochloride	C0521505	Injection site dermatitis
DB05381	histamine dihydrochloride	C0852625	Injection site erythema
DB05381	histamine dihydrochloride	C0151649	Injection site fibrosis
DB05381	histamine dihydrochloride	C0085654	Injection site granuloma
DB05381	histamine dihydrochloride	C0151698	Injection site haemorrhage
DB05381	histamine dihydrochloride	C0151734	Injection site inflammation
DB05381	histamine dihydrochloride	C0151828	Injection site pain
DB05381	histamine dihydrochloride	C0852995	Injection site pruritus
DB05381	histamine dihydrochloride	C0151735	Injection site reaction
DB05381	histamine dihydrochloride	C0151605	Injection site swelling
DB05381	histamine dihydrochloride	C0392196	Injection site urticaria
DB05381	histamine dihydrochloride	C0917801	Insomnia
DB05381	histamine dihydrochloride	C0023530	Leukopenia
DB05381	histamine dihydrochloride	C0231218	Malaise
DB05381	histamine dihydrochloride	C0162429	Malnutrition
DB05381	histamine dihydrochloride	C0025061	Mediastinal disorder
DB05381	histamine dihydrochloride	C0236075	Menopausal symptoms
DB05381	histamine dihydrochloride	C0004936	Mental disorder
DB05381	histamine dihydrochloride	C0948594	Musculoskeletal discomfort
DB05381	histamine dihydrochloride	C0231528	Myalgia
DB05381	histamine dihydrochloride	C0027424	Nasal congestion
DB05381	histamine dihydrochloride	C0027497	Nausea
DB05381	histamine dihydrochloride	C0027540	Necrosis
DB05381	histamine dihydrochloride	C0027651	Neoplasm
DB05381	histamine dihydrochloride	C0027765	Nervous system disorder
DB05381	histamine dihydrochloride	C0027947	Neutropenia
DB05381	histamine dihydrochloride	C0028081	Night sweats
DB05381	histamine dihydrochloride	C0085649	Oedema peripheral
DB05381	histamine dihydrochloride	C0030193	Pain
DB05381	histamine dihydrochloride	C0030196	Pain in extremity
DB05381	histamine dihydrochloride	C0030252	Palpitations
DB05381	histamine dihydrochloride	C0030554	Paraesthesia
DB05381	histamine dihydrochloride	C0031542	Phlebitis
DB05381	histamine dihydrochloride	C0032285	Pneumonia
DB05381	histamine dihydrochloride	C0033774	Pruritus
DB05381	histamine dihydrochloride	C0015230	Rash
DB05381	histamine dihydrochloride	C0036974	Shock
DB05381	histamine dihydrochloride	C0037274	Skin disorder
DB05381	histamine dihydrochloride	C0038362	Stomatitis
DB05381	histamine dihydrochloride	C0039231	Tachycardia
DB05381	histamine dihydrochloride	C0240327	Taste metallic
DB05381	histamine dihydrochloride	C0234233	Tenderness
DB05381	histamine dihydrochloride	C0040034	Thrombocytopenia
DB05381	histamine dihydrochloride	C0041582	Ulcer
DB05381	histamine dihydrochloride	C0178298	Unspecified disorder of skin and subcutaneous tissue
DB05381	histamine dihydrochloride	C0041912	Upper respiratory tract infection
DB05381	histamine dihydrochloride	C0042109	Urticaria
DB05381	histamine dihydrochloride	C0221477	Vasomotor collapse
DB05381	histamine dihydrochloride	C0042487	Venous thrombosis
DB05381	histamine dihydrochloride	C0042571	Vertigo
DB05381	histamine dihydrochloride	C0042963	Vomiting
DB05381	histamine dihydrochloride	C0043096	Weight decreased
DB05381	histamine dihydrochloride	C0221232	Welts
DB05381	histamine dihydrochloride	C0043144	Wheezing
DB05347	iontophoretic acyclovir	C0232487	Abdominal discomfort
DB05347	iontophoretic acyclovir	C0000737	Abdominal pain
DB05347	iontophoretic acyclovir	C0856677	Accelerated hair loss
DB05347	iontophoretic acyclovir	C0234238	Ache
DB05347	iontophoretic acyclovir	C0001807	Aggression
DB05347	iontophoretic acyclovir	C0085631	Agitation
DB05347	iontophoretic acyclovir	C0151905	Alanine aminotransferase increased
DB05347	iontophoretic acyclovir	C0002170	Alopecia
DB05347	iontophoretic acyclovir	C0150450	Altered state of consciousness
DB05347	iontophoretic acyclovir	C0002871	Anaemia
DB05347	iontophoretic acyclovir	C0002792	Anaphylactic shock
DB05347	iontophoretic acyclovir	C0002994	Angioedema
DB05347	iontophoretic acyclovir	C0003123	Anorexia
DB05347	iontophoretic acyclovir	C0003460	Anuria
DB05347	iontophoretic acyclovir	C0038363	Aphthous stomatitis
DB05347	iontophoretic acyclovir	C0002874	Aplastic anaemia
DB05347	iontophoretic acyclovir	C0521490	Application site irritation
DB05347	iontophoretic acyclovir	C0521491	Application site pain
DB05347	iontophoretic acyclovir	C0151505	Application site reaction
DB05347	iontophoretic acyclovir	C0003862	Arthralgia
DB05347	iontophoretic acyclovir	C0151904	Aspartate aminotransferase increased
DB05347	iontophoretic acyclovir	C0004093	Asthenia
DB05347	iontophoretic acyclovir	C0004134	Ataxia
DB05347	iontophoretic acyclovir	C0740399	Auditory and visual hallucinations
DB05347	iontophoretic acyclovir	C0005741	Blepharitis
DB05347	iontophoretic acyclovir	C0852911	Blood alkaline phosphatase increased
DB05347	iontophoretic acyclovir	C0235431	Blood creatinine increased
DB05347	iontophoretic acyclovir	C0151539	Blood urea increased
DB05347	iontophoretic acyclovir	C0015967	Body temperature increased
DB05347	iontophoretic acyclovir	C0007177	Cardiac tamponade
DB05347	iontophoretic acyclovir	C0424489	Chapped lips
DB05347	iontophoretic acyclovir	C0008031	Chest pain
DB05347	iontophoretic acyclovir	C0085593	Chills
DB05347	iontophoretic acyclovir	C0009421	Coma
DB05347	iontophoretic acyclovir	C0009676	Confusional state
DB05347	iontophoretic acyclovir	C0009763	Conjunctivitis
DB05347	iontophoretic acyclovir	C0009806	Constipation
DB05347	iontophoretic acyclovir	C0036572	Convulsion
DB05347	iontophoretic acyclovir	C0026821	Cramp muscle
DB05347	iontophoretic acyclovir	C0151578	Creatinine increased
DB05347	iontophoretic acyclovir	C0232462	Decreased appetite
DB05347	iontophoretic acyclovir	C0011175	Dehydration
DB05347	iontophoretic acyclovir	C0011206	Delirium
DB05347	iontophoretic acyclovir	C0549249	Depressed level of consciousness
DB05347	iontophoretic acyclovir	C0011603	Dermatitis
DB05347	iontophoretic acyclovir	C0011616	Dermatitis contact
DB05347	iontophoretic acyclovir	C0011991	Diarrhoea
DB05347	iontophoretic acyclovir	C0232459	Digestion impaired
DB05347	iontophoretic acyclovir	C0234215	Discomfort
DB05347	iontophoretic acyclovir	C0012739	Disseminated intravascular coagulation
DB05347	iontophoretic acyclovir	C0548823	Distress gastrointestinal
DB05347	iontophoretic acyclovir	C0012833	Dizziness
DB05347	iontophoretic acyclovir	C0013362	Dysarthria
DB05347	iontophoretic acyclovir	C0013378	Dysgeusia
DB05347	iontophoretic acyclovir	C0013390	Dysmenorrhoea
DB05347	iontophoretic acyclovir	C0013395	Dyspepsia
DB05347	iontophoretic acyclovir	C0013404	Dyspnoea
DB05347	iontophoretic acyclovir	C0013595	Eczema
DB05347	iontophoretic acyclovir	C0085584	Encephalopathy
DB05347	iontophoretic acyclovir	C0041834	Erythema
DB05347	iontophoretic acyclovir	C0014742	Erythema multiforme
DB05347	iontophoretic acyclovir	C0015397	Eye disorder
DB05347	iontophoretic acyclovir	C0542571	Face oedema
DB05347	iontophoretic acyclovir	C0015672	Fatigue
DB05347	iontophoretic acyclovir	C1443060	Feeling abnormal
DB05347	iontophoretic acyclovir	C0016204	Flatulence
DB05347	iontophoretic acyclovir	C0017178	Gastrointestinal disorder
DB05347	iontophoretic acyclovir	C0687713	Gastrointestinal pain
DB05347	iontophoretic acyclovir	C0239739	Gingival pain
DB05347	iontophoretic acyclovir	C0018965	Haematuria
DB05347	iontophoretic acyclovir	C0235573	Haemoglobinaemia
DB05347	iontophoretic acyclovir	C0019061	Haemolytic uraemic syndrome
DB05347	iontophoretic acyclovir	C0018524	Hallucination
DB05347	iontophoretic acyclovir	C0855223	Hallucinations, mixed
DB05347	iontophoretic acyclovir	C0018681	Headache
DB05347	iontophoretic acyclovir	C0019158	Hepatitis
DB05347	iontophoretic acyclovir	C0267792	Hepatobiliary disease
DB05347	iontophoretic acyclovir	C0019340	Herpes NOS
DB05347	iontophoretic acyclovir	C0019348	Herpes simplex
DB05347	iontophoretic acyclovir	C0019372	Herpes virus infection
DB05347	iontophoretic acyclovir	C0020433	Hyperbilirubinaemia
DB05347	iontophoretic acyclovir	C0020458	Hyperhidrosis
DB05347	iontophoretic acyclovir	C0020517	Hypersensitivity
DB05347	iontophoretic acyclovir	C0020538	Hypertension
DB05347	iontophoretic acyclovir	C0020621	Hypokalaemia
DB05347	iontophoretic acyclovir	C0020649	Hypotension
DB05347	iontophoretic acyclovir	C2047937	Ill-defined disorder
DB05347	iontophoretic acyclovir	C0021053	Immune system disorder
DB05347	iontophoretic acyclovir	C0021368	Inflammation
DB05347	iontophoretic acyclovir	C0542149	Injection site phlebitis
DB05347	iontophoretic acyclovir	C0917801	Insomnia
DB05347	iontophoretic acyclovir	C0858797	Instillation site pain
DB05347	iontophoretic acyclovir	C0022107	Irritability
DB05347	iontophoretic acyclovir	C0022116	Ischaemia
DB05347	iontophoretic acyclovir	C0022346	Jaundice
DB05347	iontophoretic acyclovir	C0023222	Leg pain
DB05347	iontophoretic acyclovir	C0023380	Lethargy
DB05347	iontophoretic acyclovir	C2973529	Leukocytoclastic vasculitis
DB05347	iontophoretic acyclovir	C0023518	Leukocytosis
DB05347	iontophoretic acyclovir	C0023530	Leukopenia
DB05347	iontophoretic acyclovir	C0220870	Lightheadedness
DB05347	iontophoretic acyclovir	C0555724	Lip dry
DB05347	iontophoretic acyclovir	C0151766	Liver function test abnormal
DB05347	iontophoretic acyclovir	C0497156	Lymphadenopathy
DB05347	iontophoretic acyclovir	C0231218	Malaise
DB05347	iontophoretic acyclovir	C0338831	Mania
DB05347	iontophoretic acyclovir	C0025061	Mediastinal disorder
DB05347	iontophoretic acyclovir	C0037763	Muscle spasms
DB05347	iontophoretic acyclovir	C0948594	Musculoskeletal discomfort
DB05347	iontophoretic acyclovir	C0231528	Myalgia
DB05347	iontophoretic acyclovir	C0027441	Nasopharyngitis
DB05347	iontophoretic acyclovir	C0027497	Nausea
DB05347	iontophoretic acyclovir	C0027540	Necrosis
DB05347	iontophoretic acyclovir	C0027765	Nervous system disorder
DB05347	iontophoretic acyclovir	C0235030	Neurologic reaction
DB05347	iontophoretic acyclovir	C0235031	Neurological symptom
DB05347	iontophoretic acyclovir	C0027947	Neutropenia
DB05347	iontophoretic acyclovir	C3665444	Neutrophilia
DB05347	iontophoretic acyclovir	C0013604	Oedema
DB05347	iontophoretic acyclovir	C0085649	Oedema peripheral
DB05347	iontophoretic acyclovir	C2363730	Oropharyngeal discomfort
DB05347	iontophoretic acyclovir	C2363731	Oropharyngeal pain
DB05347	iontophoretic acyclovir	C0029408	Osteoarthritis
DB05347	iontophoretic acyclovir	C0030193	Pain
DB05347	iontophoretic acyclovir	C0030196	Pain in extremity
DB05347	iontophoretic acyclovir	C0030252	Palpitations
DB05347	iontophoretic acyclovir	C0030554	Paraesthesia
DB05347	iontophoretic acyclovir	C0030593	Pars planitis
DB05347	iontophoretic acyclovir	C0031542	Phlebitis
DB05347	iontophoretic acyclovir	C0151849	Phosphatase alkaline increased
DB05347	iontophoretic acyclovir	C0349506	Photosensitivity
DB05347	iontophoretic acyclovir	C0162830	Photosensitivity reaction
DB05347	iontophoretic acyclovir	C0392386	Platelet count decreased
DB05347	iontophoretic acyclovir	C0033774	Pruritus
DB05347	iontophoretic acyclovir	C0033975	Psychotic disorder
DB05347	iontophoretic acyclovir	C0034063	Pulmonary oedema
DB05347	iontophoretic acyclovir	C0259799	Punctate keratitis
DB05347	iontophoretic acyclovir	C0085650	Purpura fulminans
DB05347	iontophoretic acyclovir	C0877359	Raised liver function tests
DB05347	iontophoretic acyclovir	C0015230	Rash
DB05347	iontophoretic acyclovir	C0035078	Renal failure
DB05347	iontophoretic acyclovir	C0022660	Renal failure acute
DB05347	iontophoretic acyclovir	C1565489	Renal impairment
DB05347	iontophoretic acyclovir	C0558489	Renal pain
DB05347	iontophoretic acyclovir	C1260880	Rhinorrhoea
DB05347	iontophoretic acyclovir	C0424790	Rigors
DB05347	iontophoretic acyclovir	C1325847	Sensitisation
DB05347	iontophoretic acyclovir	C0241057	Skin burning sensation
DB05347	iontophoretic acyclovir	C0037274	Skin disorder
DB05347	iontophoretic acyclovir	C0237849	Skin exfoliation
DB05347	iontophoretic acyclovir	C2830004	Somnolence
DB05347	iontophoretic acyclovir	C0038325	Stevens-Johnson syndrome
DB05347	iontophoretic acyclovir	C0677500	Stinging
DB05347	iontophoretic acyclovir	C0085628	Stupor
DB05347	iontophoretic acyclovir	C1096543	Superficial punctate keratopathy
DB05347	iontophoretic acyclovir	C0700590	Sweating increased
DB05347	iontophoretic acyclovir	C0039231	Tachycardia
DB05347	iontophoretic acyclovir	C0039971	Thirst
DB05347	iontophoretic acyclovir	C0242429	Throat sore
DB05347	iontophoretic acyclovir	C0040034	Thrombocytopenia
DB05347	iontophoretic acyclovir	C0857305	Thrombocytopenic purpura
DB05347	iontophoretic acyclovir	C0836924	Thrombocytosis
DB05347	iontophoretic acyclovir	C1510431	Thrombophlebitis superficial
DB05347	iontophoretic acyclovir	C0034155	Thrombotic thrombocytopenic purpura
DB05347	iontophoretic acyclovir	C0014518	Toxic epidermal necrolysis
DB05347	iontophoretic acyclovir	C0040822	Tremor
DB05347	iontophoretic acyclovir	C0020523	Type I hypersensitivity
DB05347	iontophoretic acyclovir	C0178298	Unspecified disorder of skin and subcutaneous tissue
DB05347	iontophoretic acyclovir	C0041912	Upper respiratory tract infection
DB05347	iontophoretic acyclovir	C0041969	Urethral disorder
DB05347	iontophoretic acyclovir	C0042075	Urinary tract disorder
DB05347	iontophoretic acyclovir	C0438142	Urine analysis abnormal
DB05347	iontophoretic acyclovir	C0042109	Urticaria
DB05347	iontophoretic acyclovir	C0042164	Uveitis
DB05347	iontophoretic acyclovir	C0042384	Vasculitis
DB05347	iontophoretic acyclovir	C0042571	Vertigo
DB05347	iontophoretic acyclovir	C0042963	Vomiting
DB05291	lidocaine patch	C0001122	Acidosis
DB05291	lidocaine patch	C0085631	Agitation
DB05291	lidocaine patch	C0002792	Anaphylactic shock
DB05291	lidocaine patch	C0340865	Anaphylactoid reaction
DB05291	lidocaine patch	C0002994	Angioedema
DB05291	lidocaine patch	C0042373	Angiopathy
DB05291	lidocaine patch	C0221069	Anterior spinal artery syndrome
DB05291	lidocaine patch	C0003467	Anxiety
DB05291	lidocaine patch	C0003564	Aphonia
DB05291	lidocaine patch	C0003578	Apnoea
DB05291	lidocaine patch	C0521490	Application site irritation
DB05291	lidocaine patch	C0151505	Application site reaction
DB05291	lidocaine patch	C0233485	Apprehension
DB05291	lidocaine patch	C0003708	Arachnoiditis
DB05291	lidocaine patch	C0004093	Asthenia
DB05291	lidocaine patch	C0004096	Asthma
DB05291	lidocaine patch	C0004245	Atrioventricular block
DB05291	lidocaine patch	C0004604	Back pain
DB05291	lidocaine patch	C0005758	Blister
DB05291	lidocaine patch	C0018794	Block heart
DB05291	lidocaine patch	C0428977	Bradycardia
DB05291	lidocaine patch	C0006266	Bronchospasm
DB05291	lidocaine patch	C0085624	Burning sensation
DB05291	lidocaine patch	C0151559	CNS depression NOS
DB05291	lidocaine patch	C3160947	CNS toxicity
DB05291	lidocaine patch	C0018790	Cardiac arrest
DB05291	lidocaine patch	C0018799	Cardiac disorder
DB05291	lidocaine patch	C0392548	Cauda equina syndrome
DB05291	lidocaine patch	C0008031	Chest pain
DB05291	lidocaine patch	C0085593	Chills
DB05291	lidocaine patch	C0151838	Circumoral paresthesia
DB05291	lidocaine patch	C0009421	Coma
DB05291	lidocaine patch	C0009676	Confusional state
DB05291	lidocaine patch	C1761613	Conjunctival hyperaemia
DB05291	lidocaine patch	C0009938	Contusion
DB05291	lidocaine patch	C0036572	Convulsion
DB05291	lidocaine patch	C0151311	Cranial nerve paralysis
DB05291	lidocaine patch	C0549249	Depressed level of consciousness
DB05291	lidocaine patch	C0011603	Dermatitis
DB05291	lidocaine patch	C0085932	Dermatitis bullous
DB05291	lidocaine patch	C0011616	Dermatitis contact
DB05291	lidocaine patch	C0012569	Diplopia
DB05291	lidocaine patch	C0233407	Disorientation
DB05291	lidocaine patch	C0012833	Dizziness
DB05291	lidocaine patch	C0013144	Drowsiness
DB05291	lidocaine patch	C0013362	Dysarthria
DB05291	lidocaine patch	C0013378	Dysgeusia
DB05291	lidocaine patch	C0011168	Dysphagia
DB05291	lidocaine patch	C1527344	Dysphonia
DB05291	lidocaine patch	C0013404	Dyspnoea
DB05291	lidocaine patch	C0013781	Electric shock
DB05291	lidocaine patch	C0281803	Endotracheal intubation complication
DB05291	lidocaine patch	C1868879	Endotracheal tube obstruction
DB05291	lidocaine patch	C0041834	Erythema
DB05291	lidocaine patch	C0235146	Euphoric mood
DB05291	lidocaine patch	C0015397	Eye disorder
DB05291	lidocaine patch	C1443060	Feeling abnormal
DB05291	lidocaine patch	C2939147	Feeling hot
DB05291	lidocaine patch	C0016382	Flushing
DB05291	lidocaine patch	C0017178	Gastrointestinal disorder
DB05291	lidocaine patch	C0017574	Gingivitis
DB05291	lidocaine patch	C0518015	Haemoglobin
DB05291	lidocaine patch	C0019080	Haemorrhage
DB05291	lidocaine patch	C0018681	Headache
DB05291	lidocaine patch	C0019825	Hoarseness
DB05291	lidocaine patch	C0034880	Hyperacusis
DB05291	lidocaine patch	C0020453	Hyperaesthesia
DB05291	lidocaine patch	C0020458	Hyperhidrosis
DB05291	lidocaine patch	C0020517	Hypersensitivity
DB05291	lidocaine patch	C0020538	Hypertension
DB05291	lidocaine patch	C0020580	Hypoaesthesia
DB05291	lidocaine patch	C0521592	Hypoaesthesia oral
DB05291	lidocaine patch	C2939427	Hypoesthesia tongue
DB05291	lidocaine patch	C0020649	Hypotension
DB05291	lidocaine patch	C0021053	Immune system disorder
DB05291	lidocaine patch	C0023066	Laryngospasm
DB05291	lidocaine patch	C0162835	Leukoderma
DB05291	lidocaine patch	C0220870	Lightheadedness
DB05291	lidocaine patch	C0853813	Local reaction
DB05291	lidocaine patch	C0041657	Loss of consciousness
DB05291	lidocaine patch	C0025287	Meningism
DB05291	lidocaine patch	C0025289	Meningitis
DB05291	lidocaine patch	C0025637	Methaemoglobinaemia
DB05291	lidocaine patch	C0235339	Mouth irritation
DB05291	lidocaine patch	C0231530	Muscle twitching
DB05291	lidocaine patch	C0340515	Myocardial depression
DB05291	lidocaine patch	C0027497	Nausea
DB05291	lidocaine patch	C0161479	Nerve injury
DB05291	lidocaine patch	C0027765	Nervous system disorder
DB05291	lidocaine patch	C0027769	Nervousness
DB05291	lidocaine patch	C0235030	Neurologic reaction
DB05291	lidocaine patch	C0235031	Neurological symptom
DB05291	lidocaine patch	C0442874	Neuropathy
DB05291	lidocaine patch	C0031117	Neuropathy peripheral
DB05291	lidocaine patch	C0235032	Neurotoxicity
DB05291	lidocaine patch	C0028643	Numbness
DB05291	lidocaine patch	C0520559	Numbness of tongue
DB05291	lidocaine patch	C0028778	Obstruction
DB05291	lidocaine patch	C0013604	Oedema
DB05291	lidocaine patch	C2363730	Oropharyngeal discomfort
DB05291	lidocaine patch	C2363731	Oropharyngeal pain
DB05291	lidocaine patch	C0029408	Osteoarthritis
DB05291	lidocaine patch	C0030193	Pain
DB05291	lidocaine patch	C0853946	Pain worsened
DB05291	lidocaine patch	C0332563	Papule
DB05291	lidocaine patch	C0030554	Paraesthesia
DB05291	lidocaine patch	C0521591	Paraesthesia oral
DB05291	lidocaine patch	C0522224	Paralysis
DB05291	lidocaine patch	C0262593	Peripheral nerve injury
DB05291	lidocaine patch	C0031256	Petechiae
DB05291	lidocaine patch	C0032961	Pregnancy
DB05291	lidocaine patch	C0033975	Psychotic disorder
DB05291	lidocaine patch	C0855775	Pulmonary function test decreased
DB05291	lidocaine patch	C0015230	Rash
DB05291	lidocaine patch	C0332575	Redness
DB05291	lidocaine patch	C0162297	Respiratory arrest
DB05291	lidocaine patch	C0235063	Respiratory depression
DB05291	lidocaine patch	C0035232	Respiratory paralysis
DB05291	lidocaine patch	C0035455	Rhinitis
DB05291	lidocaine patch	C0235195	Sedation
DB05291	lidocaine patch	C0234193	Sensation of heat
DB05291	lidocaine patch	C0278134	Sensory loss
DB05291	lidocaine patch	C0036973	Shivering
DB05291	lidocaine patch	C0036974	Shock
DB05291	lidocaine patch	C0237849	Skin exfoliation
DB05291	lidocaine patch	C0152030	Skin irritation
DB05291	lidocaine patch	C0234518	Slurred speech
DB05291	lidocaine patch	C2830004	Somnolence
DB05291	lidocaine patch	C0002928	Spinal anaesthesia
DB05291	lidocaine patch	C0038362	Stomatitis
DB05291	lidocaine patch	C0700590	Sweating increased
DB05291	lidocaine patch	C0240327	Taste metallic
DB05291	lidocaine patch	C0234233	Tenderness
DB05291	lidocaine patch	C0233494	Tension
DB05291	lidocaine patch	C0232910	Teratogenicity
DB05291	lidocaine patch	C0242429	Throat sore
DB05291	lidocaine patch	C0040264	Tinnitus
DB05291	lidocaine patch	C0456677	Total spinal block
DB05291	lidocaine patch	C0040822	Tremor
DB05291	lidocaine patch	C0042024	Urinary incontinence
DB05291	lidocaine patch	C0080274	Urinary retention
DB05291	lidocaine patch	C0042109	Urticaria
DB05291	lidocaine patch	C0919666	Venipuncture site hemorrhage
DB05291	lidocaine patch	C0042510	Ventricular fibrillation
DB05291	lidocaine patch	C0042514	Ventricular tachycardia
DB05291	lidocaine patch	C1096225	Vessel puncture site haemorrhage
DB05291	lidocaine patch	C0344232	Vision blurred
DB05291	lidocaine patch	C0547030	Visual disturbance
DB05291	lidocaine patch	C3665347	Visual impairment
DB05291	lidocaine patch	C0042963	Vomiting
DB05428	motexafin gadolinium	C0001122	Acidosis
DB05428	motexafin gadolinium	C0018965	Haematuria
DB05428	motexafin gadolinium	C0020488	Hypernatraemia
DB05428	motexafin gadolinium	C0030193	Pain
DB05428	motexafin gadolinium	C0677500	Stinging
DB05296	motexafin lutetium	C0001122	Acidosis
DB05296	motexafin lutetium	C0018965	Haematuria
DB05296	motexafin lutetium	C0020488	Hypernatraemia
DB05296	motexafin lutetium	C0030193	Pain
DB05296	motexafin lutetium	C0677500	Stinging
DB05302	naltrexone depot	C0000729	Abdominal cramps
